ay
14.98767284
16.41835823
17.65030929
18.43076228
18.69878559
18.54011104
18.1635301
17.65694809
17.14001634
16.5473811
15.9337243
15.27640352
14.59252489
13.84298887
12.99997364
12.04440195
10.89192273
9.532943124
7.895637477
5.911239987
3.417891841
0.196012672
-3.695974615
-7.279406462
-9.340816035
-9.848571669
-9.827440372
-9.811417943
-9.830672471
-9.833028522
-9.819010714
-9.838188708
-9.835190219
-9.819937021
-9.831882792
-9.819466666
-9.820754885
-9.828066603
-9.828323303
-9.816569563
-9.816439927
-9.833209394
-9.821134623
-9.832654858
-9.820014234
-9.812736938
-9.842133879
-9.828331462
-9.804570132
-9.833533718
-9.835468614
-9.813021281
-9.820315844
-9.83595365
-9.811143958
-9.81491738
-9.844330034
-9.813614062
-9.810595208
-9.834928997
-9.822665957
-9.816598909
-9.815848403
-9.828530835
-9.808710758
-9.833481639
-9.835736999
-9.81178223
-9.828073209
-9.838389266
-9.808507381
-9.822067663
-9.840173539
-9.805569071
-9.810613651
-9.846714139
-9.829919064
-9.798006293
-9.862616727
-9.771363484
-9.953065197
-9.702215605
-10.06320475
-9.461331124
-10.12756366
-4.75652495
7.861126563
0.450513779
5.216155357
10.60600058
44.5204654
57.2685554
41.68916187
30.7941139
21.745325
17.66472768
18.44232429
22.28637794
24.17235328
23.42038119
21.08053487
18.68586934
16.76786651
15.15519875
13.15859823
10.76664197
8.170988972
5.466724482
2.820342741
0.349929574
-1.761092758
-3.526196885
-4.957774403
-5.944195828
-6.653221512
-7.105496981
-7.413783392
-7.64561571
-7.723542119
-7.790782236
-7.836059762
-7.86001778
-7.815100675
-7.695108276
-7.527271082
-7.294080286
-6.977875613
-6.505941542
-5.876974531
-5.054908117
-4.000701008
-2.663551694
-1.115561493
0.392397665
1.755533467
2.941586195
3.936912224
4.750679793
5.147242192
5.038795842
4.510111182
3.688245151
2.743933702
1.827960144
1.003342111
0.30966667
-0.234100147
-0.585057183
-0.802118504
-0.887146194
-0.882196962
-0.799731308
-0.651946556
-0.490599339
-0.316569595
-0.128832663
0.03449481
0.178862517
0.282203669
0.364603494
0.408153419
0.42876958
0.427887379
0.420728017
0.413260224
0.400269518
0.421474469
0.427329434
0.414678703
0.39008365
0.348809563
0.296964891
0.239003099
0.178742742
0.122271748
0.078478861
0.045734859
0.018133792
0.009400502
0.023228136
0.050685692
0.08071677
0.140677989
0.196123413
0.240375585
0.276333569
0.299641741
0.324665512
0.341638227
0.352675592
0.359129867
0.344284269
0.33525319
0.311744012
0.278344609
0.24330066
0.205102756
0.196057717
0.180570649
0.161820763
0.142299438
0.124764751
0.113984208
0.14363227
0.174723415
0.203659258
0.207490185
0.239598257
0.274668216
0.262231859
0.246758931
0.278967421
0.246279753
0.230356573
0.203642112
0.201961601
0.186279271
0.167908985
0.146744655
0.131151308
0.162867648
0.155574398
0.152914231
0.184309488
0.189997733
0.184138343
0.209393798
0.239686972
0.217059846
0.237203991
0.25045689
0.235977124
0.218082249
0.203018872
0.209587772
0.190837651
0.192561727
0.205246895
0.205419317
0.208017296
0.218234575
0.235318226
0.206705132
0.21644414
0.23170295
0.217605162
0.208327625
0.24331164
0.239501895
0.217043447
0.226077566
0.232499032
0.224690173
0.216928952
0.234819887
0.215902873
0.216509298
0.225330455
0.221294207
0.22008559
0.201592653
0.227295312
0.222596582
0.190410123
0.214743707
0.222298363
0.21352569
0.208905782
0.206555725
0.230285309
0.229287759
0.213608974
0.2315128
0.236358914
0.20514212
0.216766816
0.218436099
0.211996711
0.191080158
0.195717867
0.225288429
0.230477055
0.242028416
0.215670122
0.218167519
0.220235927
0.225740999
0.214955919
0.193333448
0.228405178
0.230193804
0.232749526
0.207123713
0.201561194
0.222854999
0.209907925
0.20315991
0.198803192
0.222739666
0.236221488
0.203783829
0.215509274
0.237918199
0.227138641
0.231746992
0.232040151
0.24710115
0.239224087
0.194362598
0.196217319
0.2017173
0.200490817
0.19223613
0.19260354
0.20349147
0.202872252
0.170647249
0.195491173
0.199245728
0.21382351
0.194428515
0.182240099
0.18253108
0.192654152
0.192484853
0.181271397
0.168465237
0.17850297
0.196894144
0.20580477
0.214743944
0.220602147
0.216340512
0.21264274
0.204030732
0.213690354
0.217870623
0.225507031
0.2246225
0.217709526
0.190114126
0.195678292
0.199800631
0.211693398
0.191196167
0.18222484
0.185708899
0.19864947
0.212218739
0.179678842
0.197393705
0.212690511
