ay
-0.010420527
-0.009322302
-0.008186467
-0.003347638
-0.001725555
0.00558536
0.012642004
0.017184766
0.017899614
-0.008146764
-0.020781993
-0.027054083
-0.009159463
-0.010106562
-0.007888205
0.000947577
-0.007154355
-0.01604035
-0.016410415
-0.009698601
-0.006439485
2.13E-05
-0.003883812
-0.002095845
0.002671749
0.003209726
0.004818006
-0.003431581
-0.011805303
-0.032279556
-0.045382273
-0.046325647
-0.05164703
-0.044093366
-0.033132645
-0.028702418
-0.027561248
-0.023371428
-0.026742247
-0.014429163
-0.012782233
-0.005233063
-0.00836983
-0.010111134
-0.013036078
-0.018333376
-0.023270739
-0.023640294
-0.035237565
-0.030966758
-0.027960692
-0.006893047
-0.007088724
9.05E-05
-0.023242466
-0.016667008
-0.007244745
-0.000290119
0.010382421
-0.006331114
-0.019766277
-0.015383782
-0.006221151
-0.007968201
-0.013489292
-0.040878111
-0.044929559
-0.0486885
-0.046739455
-0.019524822
-0.017177153
-0.024743526
-0.037094048
-0.029102948
-0.002449249
0.00462147
0.011016885
-0.013722265
-0.00643091
0.000675925
0.020352188
0.003191995
-0.008293536
-0.022453914
-0.023309836
-0.022956109
-0.027503468
-0.027763797
-0.033563881
-0.039408868
-0.04545471
-0.066272715
-0.075887011
-0.087914317
-0.084266143
-0.080795099
-0.074784536
-0.066056029
-0.064850604
-0.067648957
-0.073295099
-0.078318135
-0.075999859
-0.075151077
-0.065586585
-0.067705726
-0.066127164
-0.067666776
-0.07347648
-0.059918423
-0.070802542
-0.073161736
-0.071622122
-0.081925214
-0.086429913
-0.089958784
-0.072977972
-0.054832594
-0.037264782
-0.035351894
-0.030569119
-0.035669246
-0.013471024
0.004030487
0.01928952
0.031615796
0.029125946
0.007639631
-0.013245964
-0.03483813
-0.034691369
-0.03142095
-0.023244497
-0.011187815
0.001856648
0.022297072
0.030268327
0.05972212
0.10544165
0.138162995
0.136826754
0.118559209
0.076787621
0.050237755
0.027480934
0.010308833
-0.002175498
-0.012714412
-0.026713688
-0.0118912
0.006106119
0.035759057
0.072672283
0.08595639
0.101457412
0.126019868
0.139773989
0.132886035
0.117171435
0.084620806
0.040646616
0.001869514
-0.021870301
-0.042204415
-0.050209205
-0.06276271
-0.079528958
-0.094364164
-0.114679456
-0.138022319
-0.163207834
-0.178084273
-0.176761233
-0.180875105
-0.164585969
-0.168857574
-0.181076444
-0.192814739
-0.194448741
-0.19388991
-0.165069044
-0.156616092
-0.163729266
-0.200837817
-0.259503583
-0.322318152
-0.362635958
-0.403191414
-0.435023684
-0.4597628
-0.477263733
-0.481676753
-0.485541487
-0.480631911
-0.496817667
-0.52435812
-0.566062958
-0.634970415
-0.72370037
-0.841382304
-0.982977803
-1.146512288
-1.344093796
-1.56233858
-1.819485927
-2.083665843
-2.398584285
-2.734626154
-3.114679921
-3.499852022
-3.880609721
-4.217818175
-4.502412972
-4.692939136
-4.795239154
-4.758431674
-4.632623843
-4.453448392
-4.188480474
-3.828727897
-3.359592145
-2.760407007
-2.13105571
-1.533610112
-1.086141314
-0.814394409
-0.809603821
-0.951583831
-1.13559781
-1.223129548
-1.25637248
-1.138369743
-0.867600111
-0.440219682
0.150383757
0.919644779
1.831958391
2.862145515
3.970272362
5.090457691
6.115655845
7.081985922
8.024933475
8.950328047
9.881434228
10.91529149
12.13135621
13.5215781
