ax,ay,az,gx,gy,gz
-0.136473671,9.873989105,-0.612934351,0.001824654,-0.026862798,0.030370999
-0.131685108,9.859623909,-0.644059897,-7.94E-06,-0.031138854,0.033425324
-0.141262218,9.878777504,-0.689551115,-0.004283998,-0.02808453,0.034647055
-0.112530917,9.833286285,-0.684762597,-0.009781785,-0.022586742,0.030370999
-0.081405342,9.823709488,-0.581808806,-0.015890438,-0.01647809,0.026094941
-0.107742369,9.845257759,-0.514769077,-0.015279572,-0.014034629,0.029149268
-0.07422252,9.857229233,-0.462095052,-0.018944763,-0.015256359,0.029149268
-0.038308397,9.852440834,-0.457306474,-0.014057842,-0.026862798,0.040755708
-0.059856869,9.823709488,-0.560260296,-0.008560055,-0.034804046,0.051140416
-0.10055954,9.821314812,-0.713493884,0.004878981,-0.048853945,0.059692532
-0.090982445,9.809344292,-0.82602483,0.010987633,-0.062903844,0.06457945
-0.069433972,9.759063721,-0.914612949,0.006711577,-0.069623366,0.056638204
-0.10055954,9.754275322,-0.790110707,0.001213789,-0.069012508,0.048696958
-0.131685108,9.761458397,-0.703916788,-0.005505728,-0.061071254,0.029760133
-0.208301902,9.773429871,-0.651242733,-0.009781785,-0.043356158,0.016931962
-0.220273286,9.761458397,-0.586597323,-0.001840537,-0.035414912,0.00837985
-0.174782068,9.771035194,-0.617722929,0.01892888,-0.047021352,0.006547254
-0.124502286,9.802161217,-0.675185502,0.047028683,-0.058016926,0.007768984
-0.10055954,9.823709488,-0.706311047,0.062911175,-0.065958172,0.00960158
-0.079011068,9.821314812,-0.691945434,0.071463294,-0.069623366,0.001049467
-0.086193889,9.816526413,-0.584203064,0.070241563,-0.065347314,-0.010556974
-0.095770992,9.830892563,-0.428575188,0.058024257,-0.064125583,-0.024606874
-0.117319465,9.859623909,-0.390266806,0.041530896,-0.061682116,-0.039878506
-0.136473671,9.885960579,-0.404632449,0.026870128,-0.059849523,-0.036824182
-0.146050766,9.869200706,-0.500403464,0.019539747,-0.061682116,-0.039878506
-0.150839314,9.869200706,-0.565048873,0.01526369,-6.23E-02,-0.032548122
-0.167599231,9.862017632,-0.634482801,0.016485421,-0.067179911,-0.027050335
-0.179570615,9.859623909,-0.641665638,0.017707152,-0.063514717,-0.021552548
-0.198724806,9.818921089,-0.620117188,0.020761477,-0.062292986,-0.016665626
-0.258581668,9.763853073,-0.59378016,0.020761477,-0.059238657,-0.009335242
-0.22266756,9.735121727,-0.581808806,0.016485421,-0.054351736,-0.011167838
-0.196330532,9.713572502,-0.627300024,-0.000618806,-0.048243083,-0.009335242
-0.131685108,9.749486923,-0.656031311,-0.015890438,-0.034804046,-0.006280916
-0.088588171,9.747093201,-0.660819829,-0.023831686,-0.026251934,-0.009946108
-0.035914123,9.771035194,-0.69912827,-0.021999091,-0.011591168,-0.011167838
-0.002394275,9.747093201,-0.694339693,-0.012836111,-0.002428189,-0.009946108
-0.014365649,9.749486923,-0.641665638,0.003046385,0.009789116,-0.009335242
-0.00478855,9.747093201,-0.61532861,0.020761477,0.016508633,-0.006891782
-0.093376718,9.749486923,-0.579414487,0.026870128,0.020784691,-0.002615725
-0.169993505,9.771035194,-0.509980559,0.019539747,0.029947668,0.001660332
-0.177176341,9.771035194,-0.464489311,0.009155038,0.029947668,0.00837985
-0.155627862,9.756669998,-0.430969477,-0.007338324,0.026893344,0.018764559
-0.067039698,9.794978142,-0.483643502,-0.017723033,0.036056321,0.028538402
0.038308397,9.830892563,-0.538711846,-0.02444255,0.040943246,0.03159273
0.165204957,9.864412308,-0.579414487,-0.028718608,0.039110649,0.023651479
0.25379312,9.929058075,-0.581808806,-0.037881587,0.039721511,0.02487321
0.239427477,9.902720451,-0.464489311,-0.056207541,0.042775836,0.019375423
0.167599231,9.919480324,-0.359141231,-0.072700903,0.058658335,0.008990715
0.069433972,9.912297249,-0.287312985,-0.09591379,0.068432182,-0.006280916
-0.014365649,9.871595383,-0.265764505,-0.10935282,0.0733191,-0.014222166
-0.007182824,9.85483551,-0.332804203,-0.116072334,0.072097376,-0.014833029
0.045491222,9.852440834,-0.459700763,-1.18E-01,0.061101794,0.003492928
0.119713739,9.830892563,-0.579414487,-0.116683208,0.063545257,0.013877637
0.131685108,9.804554939,-0.725465238,-0.11240714,0.076984294,0.013877637
0.112530917,9.797372818,-0.854756117,-0.122791857,0.067210451,0.007158119
-0.016759925,9.744698524,-0.881093144,-0.132565707,7.58E-02,0.012045041
-0.110136643,9.715967178,-0.852361858,-0.147226468,0.093477651,0.013877637
-0.160416409,9.71117878,-0.794899225,-0.155167714,0.107527554,0.002882062
-0.186753437,9.713572502,-0.780533612,-0.174104542,0.122799188,-0.016665626
-0.189147711,9.720755577,-0.713493884,-0.188765302,0.131962165,-0.027661199
-0.165204957,9.749486923,-0.689551115,-0.207702115,0.136238217,-0.032548122
-0.131685108,9.778218269,-0.773350775,-0.237023652,0.141125143,-0.036213312
-0.141262218,9.787795067,-0.878698826,-0.264512599,0.148455516,-0.031937256
-0.098165266,9.821314812,-0.936161459,-0.28406027,0.138070822,-0.028272066
-0.088588171,9.845257759,-0.960104227,-0.285282016,0.127686113,-0.031937256
-0.059856869,9.871595383,-0.897853077,-0.281005949,0.122188322,-0.039878506
-0.095770992,9.859623909,-0.754196584,-0.271232128,0.114247069,-0.046598021
-0.119713739,9.826104164,-0.622511447,-0.265734315,0.108749285,-0.048430618
-0.160416409,9.81413269,-0.543500364,-0.265734315,0.09469939,-0.048430618
-0.203513354,9.826104164,-0.560260296,-0.261458248,0.086758129,-0.049652349
-0.258581668,9.804554939,-0.723070979,-0.252295286,0.076373428,-0.055150136
-0.265764505,9.821314812,-0.842784762,-0.238856241,0.070264779,-0.058815327
-0.284918696,9.759063721,-1.007989645,-0.231525868,0.0733191,-0.062480517
-0.328015655,9.687235832,-1.075029373,-0.218697697,0.08064948,-0.05698273
-0.306467176,9.660899162,-0.993624032,-2.05E-01,0.088590726,-0.053928405
-0.184359163,9.668081284,-0.936161459,-0.184489235,0.091645055,-0.05698273
-0.114925191,9.641744614,-0.962498486,-0.178991452,0.087369002,-0.052095808
-0.064645417,9.620196342,-0.981652677,-0.187543586,0.067210451,-0.037435044
-0.035914123,9.634561539,-1.019961119,-0.189987034,0.064156123,-0.02888293
0.055068322,9.651321411,-1.03911531,-0.191819623,0.058658335,-0.038656771
0.062251143,9.651321411,-0.993624032,-0.189987034,0.056214873,-0.043543696
-0.021548472,9.617801666,-0.936161459,-0.179602325,0.052549683,-0.047819752
-0.14844504,9.577098846,-0.86912173,-0.169217616,0.040943246,-0.050263215
-0.373506874,9.49569416,-0.821236253,-0.168606743,0.042164974,-0.053317539
-0.459700763,9.553156853,-0.627300024,-0.168606743,0.025671612,-0.052706677
-0.308861464,9.617801666,-0.584203064,-0.167385027,0.01039998,-0.053928405
-0.20111908,9.514847755,-0.814053416,-0.181434915,0.009789116,-0.067367442
-0.25379312,9.399923325,-0.902641594,-0.213199899,0.008567384,-0.085693397
-0.193936259,9.457385063,-0.881093144,-0.251073569,0.008567384,-0.090580322
-0.002394275,9.531607628,-0.957709909,-0.278562486,0.009789116,-0.083249941
0.129290834,9.574705124,-1.048692346,-0.299331904,0.003680463,-0.083249941
0.088588171,9.622590065,-1.058269501,-0.315825284,-4.26E-03,-0.088136859
0.098165266,9.634561539,-1.118126392,-0.323155671,-0.00364992,-0.092412919
0.019154198,9.620196342,-1.206714511,-0.325599134,-0.00364992,-0.103408493
-0.081405342,9.613013268,-1.12291491,-0.315825284,0.003069598,-0.108906284
-0.10055954,9.703995705,-0.957709909,-0.301775366,-0.004260785,-0.113182336
-0.059856869,9.792584419,-0.773350775,-0.288336337,-0.013423764,-0.108906284
0.031125572,9.823709488,-0.567443132,-0.282227695,-0.024419338,-0.099132434
0.011971374,9.828497887,-0.469277859,-0.286503762,-0.027473666,-0.089358591
-0.057462595,9.845257759,-0.397449613,-0.296277583,-0.029306261,-0.0838608
-0.086193889,9.845257759,-0.373506874,-0.313992679,-0.028695395,-0.081417345
-0.055068322,9.84046936,-0.29689008,-0.328653455,-0.028695395,-0.082639068
-0.028731298,9.86680603,-0.172387779,-0.357364118,-0.012812898,-0.091191188
0.026337024,9.826104164,-0.10055954,-0.381798714,-0.006093381,-0.103408493
0.016759925,9.787795067,-0.00478855,-0.390350819,-7.32E-03,-0.118069261
0.033519849,9.790189743,0.040702671,-0.385463893,-0.010369437,-0.13028656
0.045491222,9.790189743,0.055068322,-0.37996614,-0.010369437,-0.141282141
0.062251143,9.771035194,0.021548472,-0.373857468,-0.007315111,-0.148001641
-0.033519849,9.73751545,-0.021548472,-0.359196723,-0.00487165,-0.153499439
-0.186753437,9.775823593,-0.203513354,-0.348201156,-0.007315111,-0.150445119
-0.102953814,9.756669998,-0.174782068,-0.336594701,-0.014645495,-0.151055992
0.021548472,9.601041794,-0.172387779,-0.309716612,-0.017699819,-0.146169052
-0.028731298,9.565128326,-0.067039698,-0.271842986,-0.022586742,-0.136395216
-0.055068322,9.560338974,-0.014365649,-0.216865093,-0.010369437,-0.133951753
-0.059856869,9.421471596,-0.023942748,-0.167995885,-0.021975879,-0.140671268
-0.040702671,9.354432106,-0.038308397,-0.107520223,-0.040301833,-0.136395216
-0.064645417,9.306546211,-0.12689656,-0.066592254,-0.05374087,-0.130897433
-0.045491222,9.385557175,-0.239427477,-0.0323838,-0.052519139,-0.12417791
0.064645417,9.368797302,-0.337592751,-0.009781785,-0.052519139,-0.132119149
0.174782068,9.275420189,-0.646454215,0.010987633,-0.076342881,-0.141282141
0.033519849,9.205986977,-0.744619489,0.053137336,-0.081229806,-0.129675686
-0.138867945,9.186832428,-0.682368338,0.098952226,-0.089171052,-0.12845397
-0.158022136,9.162889481,-0.57223165,0.153319225,-0.072066829,-0.148001641
-0.12689656,9.141341209,-0.462095052,0.180808172,-0.051297408,-0.178544924
-0.143656492,9.150918007,-0.234638929,0.199134126,-0.020754147,-0.197481737
-0.14844504,9.174860954,-0.009577099,0.20279932,-0.042745296,-0.203590393
-0.136473671,9.170072556,0.110136643,0.180197313,-0.057406064,-0.220083758
-0.203513354,9.124581337,0.208301902,0.094676167,-0.058627792,-0.231690183
-0.304072887,9.071907043,0.191541985,-0.018333899,-9.59E-02,-0.212142497
-0.416603804,9.031204224,0.117319465,-0.222362891,-0.144148931,-0.152888581
-0.430969477,8.980924606,0.028731298,-0.502750039,-0.254715532,-0.091802046
-0.397449613,8.964164734,-0.033519849,-0.769087255,-0.303584755,-0.060647924
-0.330409914,8.916279793,-0.079011068,-1.086126328,-0.299308687,0.035868786
-0.246610299,8.88515377,-0.141262218,-1.285879254,-0.376888573,0.087792329
-0.227456108,8.803748131,-0.117319465,-1.397056818,-0.392160207,0.138494134
-0.20111908,8.684034348,-0.033519849,-1.31703341,-0.351843119,0.190417692
-0.189147711,8.578686714,0.158022136,-1.090402365,-2.08E-01,0.219128355
-0.225061834,8.449396133,0.311255723,-0.688453078,-0.017088955,0.264943242
-0.213090465,8.257853508,0.411815256,-0.221752033,0.146622926,0.305871218
-0.258581668,7.934626579,0.493220598,0.459362745,0.353706241,0.309536398
-0.330409914,7.637736797,0.591385901,1.187514067,0.525359392,0.189806819
-0.404632449,7.285778046,0.622511447,1.711636424,0.600495815,0.005325523
-0.4668836,6.97691679,0.691945434,2.059829473,0.598052383,-0.207866445
-0.462095052,6.641718388,0.84757328,2.14657259,0.455109894,-0.405175924
-0.577020228,6.138920784,1.075029373,2.085486174,0.157618493,-0.623865664
-0.557866037,5.753442287,1.29290843,2.008517027,-0.166750953,-0.746649623
-0.457306474,5.324867249,1.245022893,2.02073431,-0.485622585,-0.708775938
-0.48843205,4.846012115,1.115732074,2.280962944,-0.824041903,-0.530403316
-0.517163336,4.470110893,1.0175668,2.767822504,-1.116035581,-0.406397641
-0.490826339,4.11097002,0.878698826,3.529571533,-1.155741811,-0.281781137
-0.25379312,3.811685562,0.744619489,4.244894505,-1.006690621,-0.199925199
-0.129290834,3.596200705,0.557866037,5.037187099,-0.550374329,-0.173657984
-0.330409914,3.466909885,0.579414487,5.514883518,-0.148424983,-0.132119149
-0.366324037,3.275367975,0.498009145,5.477009773,0.266352505,-0.107073687
-0.20111908,3.181991339,0.416603804,4.936394215,0.754433811,-0.079584748
-0.129290834,3.399870157,0.064645417,4.265053272,1.132559419,-0.052706677
-0.409420997,3.45733285,-0.349564135,3.605318785,1.464259267,-0.006891782
-0.72067672,3.610566378,-1.022355318,3.22597146,1.684781671,0.005936388
-1.012778282,4.264203548,-1.661626697,3.055540085,1.733650923,-0.014222166
-1.350371003,4.733481407,-2.442160368,2.986512184,1.653016567,-0.005670051
-1.699935079,5.145296574,-3.416630268,3.06714654,1.56260848,0.063968584
-2.05668211,6.249057293,-4.369551659,3.231469154,1.519237161,0.050529551
-1.92978549,7.740690231,-5.109382629,3.397013664,1.554667354,-0.023996009
-1.491633177,8.614601135,-4.970514297,3.401289701,1.427607298,-0.12417791
-1.31445682,9.964971542,-3.948159218,2.913819313,1.307877779,-0.235355377
-0.931372881,11.17886925,-2.851581335,2.032951593,1.298714876,-0.21275337
-0.418998092,12.79979324,-0.225061834,0.291985661,0.772148907,0.147657126
-0.359141231,14.17650127,2.384697676,-1.810612559,0.001237002,0.847097814
-0.088588171,15.89080143,5.286558628,-3.32067132,-0.545487344,1.492782354
0.131685108,17.58594894,7.079870701,-4.555230141,-0.926056445,2.174508095
0.323227108,18.87885666,7.846038342,-5.166706085,-1.221715212,2.443899632
0.928978622,20.75836182,8.03758049,-5.694493771,-1.48072207,2.740169287
1.927391171,22.99461555,7.120573044,-6.486786366,-1.579682231,2.97413063
2.597788095,26.13111496,4.348002911,-7.312065125,-1.161850452,2.762160301
2.473285913,29.59563065,0.210696191,-8.029831886,-0.145370647,2.171453714
2.205127001,32.53580093,-3.220299721,-7.706073284,0.811244309,1.912446737
1.750214934,35.74412918,-6.203566074,-6.002369404,0.858280957,1.777445555
0.359141231,38.9596405,-6.153286457,-4.498419285,1.314597249,1.578914404
-1.522758722,40.69309616,-4.482082367,-3.492324352,1.315208077,1.286309958
-3.234665155,41.70587158,-0.239427477,-3.040284157,1.042151332,0.720648766
-3.110162973,43.17356491,3.943370581,-3.159403086,0.460607678,0.06274686
-2.504411459,43.86550903,8.480521202,-4.03599453,-0.071455963,-0.773527622
-1.393467903,43.38186646,10.6401577,-5.288879395,-0.09222538,-1.327582359
-1.113337755,42.69949722,12.18925285,-6.792829514,0.267574251,-1.649508476
-0.897853077,41.9788208,9.687235832,-7.772657394,0.696401656,-1.692879915
-0.876304567,40.34352875,5.976109982,-7.900938988,0.937082589,-1.56887424
-1.393467903,38.47599792,1.525153041,-7.120864391,0.972512782,-1.256722093
-2.35357213,35.67469406,-0.715888143,-5.805060387,0.726334035,-0.875542164
-3.442967176,30.91727066,-0.632088542,-3.742168427,0.139903411,-0.353252381
-3.902667999,26.83503151,1.091789365,-1.672556996,-0.51372242,0.101231366
-3.660846233,21.74959183,2.444554567,-0.317047,-0.87474376,0.381007671
-3.261002302,15.51250648,2.358360767,0.549159885,-1.020129681,0.572819352
-3.347196102,9.624984741,2.552296877,0.773958325,-0.95415628,0.553271651
-1.805283189,6.395108223,2.415823221,0.644454897,-0.742796898,0.33519274
-0.392661065,0.368718326,1.604164124,0.197301522,-0.538767874,-0.078363016
0.272947341,-6.198777676,-1.620923996,-0.313992679,-0.40437752,-0.392958611
-0.033519849,-10.98732662,-6.605803967,-0.841780245,-0.325575888,-0.51940769
-2.411034822,-15.16773129,-10.80775642,-1.237010002,0.008567384,-0.58538115
-7.439012051,-19.47263718,-17.16216278,-1.492962599,0.240085319,-0.591489792
-11.75828362,-22.8246212,-19.85093307,-1.492962599,0.288343668,-0.565833509
-13.29061985,-26.88052368,-17.09751701,-1.279159784,0.163116291,-0.469316781
-10.76944828,-29.17184448,-11.27464008,-0.773363352,0.040943246,-0.283002883
-7.170853138,-27.9986496,-7.075081825,-0.272453815,-0.09222538,-0.115625791
-4.956148624,-26.18139458,-4.173221111,0.331081033,-0.264489383,0.098787904
-2.762993097,-24.64426994,-2.221887112,0.928507209,-0.37444514,0.299151689
2.628913641,-21.33059502,1.90823698,1.406203866,-0.515554965,0.485465616
8.068706512,-15.93629265,8.367990494,1.888787389,-0.644447565,0.553271651
9.256266594,-12.19404125,16.40796471,2.235147953,-0.749516368,0.554493427
8.375173569,-9.294574738,19.98740578,2.525919914,-0.839313626,0.512954533
6.852414608,-5.054314137,23.40882492,2.707346916,-0.919947803,0.432320356
8.205180168,-0.229850382,17.48778343,2.814859152,-0.942549825,0.293043047
8.717555046,4.362368584,10.5970602,2.795311451,-0.848476589,0.165372223
7.853221416,9.091061592,4.273780346,2.689631939,-0.691484213,0.066412047
6.179623127,12.02644253,-1.256994247,2.496598482,-0.45080328,-0.091191188
4.312088966,12.66092491,-3.201145411,2.279130459,-0.306639075,-0.27078554
2.0375278,11.73194695,-2.320052385,2.01767993,-0.216231018,-0.435108304
-0.189147711,10.74550533,0.512374818,1.736682057,-0.213787571,-0.549951017
-2.008796453,10.02004051,6.586649895,1.521657348,-0.236389577,-0.617146194
-1.987248063,9.627379417,13.72158909,1.311519742,-0.277928412,-0.690450013
-1.728666425,10.13975334,18.68492126,1.172242403,-0.307860822,-0.758866906
-1.743032098,10.9992981,21.20848656,1.01769352,-0.373834252,-0.863324821
-1.395862222,11.38956547,19.58516884,0.866809785,-0.485622585,-0.962285042
-0.842784762,10.18285084,13.53483582,0.735473812,-0.570532858,-1.041086674
-0.40223816,8.88515377,7.872375488,0.59375304,-0.598021805,-1.086901546
0.48843205,8.236305237,2.897072554,0.481353879,-0.625510752,-1.083847165
1.721483588,7.683228016,-1.319245458,0.378117651,-0.652388811,-1.074684262
2.899466753,7.020013809,-4.163643837,0.320696324,-0.675601661,-1.0520823
2.571451187,7.61379385,-5.861184597,0.322528899,-0.665827811,-1.00932169
0.648848474,7.980117798,-5.911464691,0.378117651,-0.607184768,-0.952511191
-0.162810683,6.988888264,-3.933793545,0.436760724,-0.511278927,-0.921967924
-1.034326673,4.573064804,-1.268965602,0.50090158,-0.359173507,-0.918913603
-0.859544635,4.683201313,-0.021548472,0.510064542,-0.195461616,-0.934796095
-1.185166001,4.66883564,2.135693073,0.485019088,-0.077564612,-0.967782855
-1.453324795,4.21631813,4.699961662,0.469747424,0.036667187,-0.982443631
-1.261782765,3.759011507,5.401484013,0.522892714,0.193659559,-0.83705765
-1.170800328,2.918621063,5.458946705,0.794116855,0.414792776,-0.513299048
-1.223474383,2.26737833,5.509226322,1.265094042,0.651197612,-0.175490588
-0.392661065,1.903448462,4.846012115,2.033562422,0.946245551,0.173313469
0.78532213,1.996825218,3.833234072,3.013390303,1.302379966,0.354740441
1.40065074,1.747820616,2.755810261,3.962064028,1.308488607,0.472637415
1.778946161,1.467690468,1.620923996,4.681663036,0.32743907,0.734087765
1.877111435,1.288119793,0.787716389,4.64317894,-0.453857601,1.029135585
2.14287591,1.273754239,-0.141262218,3.422059059,-1.161239505,1.11343503
1.843591571,1.043903828,-0.42378664,0.747691095,-1.637714505,0.826328456
2.049499273,1.036720991,-1.113337755,-2.436138391,-1.633438349,0.751802862
2.083019018,0.893064499,-1.127703428,-5.772684574,-1.448957086,0.668114305
1.987248063,1.067846537,-1.683175206,-7.356657982,-0.871689439,0.529447854
1.16601181,0.979258418,-1.917814136,-7.521591663,0.270017713,0.354740441
0.69912827,0.828419089,-2.303292274,-5.901576996,1.356136084,0.184309036
0.263370216,0.639271379,-2.423006058,-3.579678297,1.963947058,0.117113859
0.081405342,0.646454215,-2.221887112,-0.659742415,2.018924952,0.056638204
0.213090465,0.715888143,-1.939362645,1.252265811,1.613310456,-0.023385143
0.531529009,0.598568678,-2.001613855,2.495987654,1.208306789,-0.065534845
0.596174419,0.40223816,-2.238646984,2.839293718,1.058644772,-0.052095808
0.605751514,0.026337024,-2.645673752,2.685966492,1.042151332,-0.130897433
0.237033203,-0.153233588,-2.446948767,2.313338518,0.968847513,-0.302550554
-0.160416409,-0.186753437,-2.221887112,2.032951593,0.791696668,-0.413728029
-0.172387779,-0.14844504,-1.829225898,1.682314992,0.624319553,-0.447325617
-0.016759925,-0.033519849,-1.271359921,1.178351045,0.563843846,-0.468095034
-0.026337024,0.057462595,-0.306467176,0.765406191,0.628595591,-0.502914369
-0.069433972,0.4668836,0.691945434,0.357959092,0.693347335,-0.520018637
-0.086193889,1.223474383,1.189954638,0.095897906,0.682351768,-0.493751377
0.249004573,2.655250788,1.474873304,-0.092248596,0.600495815,-0.397234678
0.59378016,3.900273561,1.54670155,-0.114850611,0.489929199,-0.286057204
0.967287004,5.885127544,1.735849261,-7.94E-06,0.293841451,-0.141892999
0.584203064,8.504464149,2.513988495,0.225401342,0.155785903,-0.045376293
-1.098972082,11.1405611,4.379128456,0.442869365,0.066599585,-0.01238957
-3.749434233,15.2323761,7.817307472,0.709817469,-0.032971449,-0.01849822
-4.891503334,17.86847305,10.48931789,0.949887514,-0.168583542,-0.042321965
-5.798933506,20.97624207,13.15893459,1.164912105,-0.372001648,-0.107073687
-5.897099018,23.77754402,13.7814455,1.309076309,-0.555872142,-0.155942902
-6.002447128,27.91245651,11.08549213,1.338397861,-0.631619394,-0.195038289
-5.284164429,29.17184448,0.792504966,1.298691511,-0.695149362,-0.19809261
-3.500429869,28.64510345,-8.751074791,1.179572821,-0.731801271,-0.194427416
-0.323227108,30.05772591,-21.12947464,0.966991782,-0.701258063,-0.187707901
2.387091875,33.49590302,-30.74967194,0.739749849,-0.623678148,-0.162662417
2.511594296,36.55818176,-37.39138794,0.556490302,-0.523496211,-0.122956179
4.122941017,38.02587128,-33.62519455,3.93E-01,-0.387273282,-0.075308695
5.739076614,35.79201508,-18.38803101,0.313976795,-0.291367471,-0.063702248
5.09262228,30.24448013,4.917840481,0.287098736,-0.247996017,-0.086915128
4.146883965,27.58922768,23.78233147,0.316420257,-0.230891779,-0.111960605
3.122134447,27.79034805,37.34111023,0.350017846,-0.174081326,-0.108906284
2.595393896,27.03615189,38.23896408,0.412326098,-0.152701035,-0.149834245
2.250618219,24.31385994,30.56052399,0.396443605,-0.241276503,-0.180377513
